labels,scores
0,0.040977094
0,0.023164434
0,0.03891782
0,0.06744719
0,0.030689728
0,0.044216916
0,0.044824917
0,0.030351337
0,0.10720953
0,0.015309509
0,0.074411996
0,0.018257389
0,0.03281624
0,0.019543584
0,0.08143783
0,0.046220202
0,0.115451306
0,0.02546705
0,0.1029684
0,0.08604381
0,0.11450599
0,0.14045253
0,0.015808364
0,0.01863039
0,0.025329022
0,0.020959402
0,0.064227335
0,0.03802949
0,0.014005957
0,0.051121015
0,0.057301525
0,0.03239443
0,0.078719646
0,0.054691695
0,0.029189544
0,0.05449462
0,0.027159741
0,0.08516112
0,0.031626593
0,0.10268744
0,0.093778595
0,0.020566352
0,0.025116084
0,0.016398214
0,0.060595
0,0.043095574
0,0.052439164
0,0.0344713
0,0.020483645
0,0.033533916
0,0.06297643
0,0.034806672
0,0.030669492
0,0.01960775
0,0.032054745
0,0.01609654
0,0.055969127
0,0.045517914
0,0.04614757
0,0.10555893
0,0.06073606
0,0.100727566
0,0.05334248
0,0.045963705
0,0.03788035
0,0.019994358
0,0.031479493
0,0.05791283
0,0.05830037
0,0.0359794
0,0.032238465
0,0.0271073
0,0.034863364
0,0.021004722
0,0.010484913
0,0.043838643
0,0.05485393
0,0.03960626
0,0.043908823
0,0.016175594
0,0.006143126
0,0.06573914
0,0.06916388
0,0.03334547
0,0.03166351
0,0.06039126
0,0.037966166
0,0.031532716
0,0.04636464
0,0.017953014
0,0.043446336
0,0.012913336
0,0.011287689
0,0.09087319
0,0.08858573
0,0.008188906
0,0.03081984
0,0.016524792
0,0.012243348
0,0.024978392
0,0.13572317
0,0.06599075
0,0.016597707
0,0.06999883
0,0.031543743
0,0.020728251
0,0.041045252
0,0.05644889
0,0.03609435
0,0.06900517
0,0.016406082
0,0.024863759
0,0.02137887
0,0.038619697
0,0.02752124
0,0.01844494
0,0.057004277
0,0.021907082
0,0.018324316
0,0.017707286
0,0.010756113
0,0.035120483
0,0.050126974
0,0.024524828
0,0.07554155
0,0.015136395
0,0.0055443323
0,0.01859175
0,0.032696042
0,0.019998072
0,0.01148779
0,0.039243322
0,0.014138532
0,0.044872392
0,0.05547888
0,0.0032330407
0,0.036868192
0,0.11239433
0,0.06758268
0,0.034886405
0,0.034413658
0,0.080744274
0,0.057837173
0,0.105909966
0,0.08657549
0,0.02455743
0,0.02410476
0,0.035215534
0,0.04830372
0,0.02916026
0,0.060869206
0,0.06955184
0,0.010023519
0,0.033124886
0,0.034646135
0,0.041393723
0,0.025681283
0,0.06885593
0,0.03471954
0,0.012394273
0,0.02518913
0,0.06311701
0,0.0041559758
0,0.017897021
0,0.049994715
0,0.04141387
0,0.02943291
0,0.007953811
0,0.051005714
0,0.017991364
0,0.044791475
0,0.04847872
0,0.028565776
0,0.04728404
0,0.024730215
0,0.09429029
0,0.049750995
0,0.0037008787
0,0.0075007495
0,0.04039709
0,0.036233876
0,0.03414628
0,0.039617356
0,0.0359589
0,0.08351048
0,0.06433049
0,0.07601006
0,0.04907528
0,0.014410049
0,0.042181566
0,0.041642126
0,0.009077763
0,0.030315308
0,0.029600875
0,0.11451777
0,0.014121001
0,0.037319936
0,0.04038851
0,0.052704167
0,0.011466108
0,0.09899527
0,0.038738485
0,0.02412068
0,0.04042284
0,0.012317428
0,0.047686417
0,0.07261256
0,0.066649355
0,0.039810456
0,0.02713597
0,0.06364954
0,0.04373966
0,0.00873042
0,0.042494074
0,0.037358314
0,0.011430094
0,0.012365404
0,0.05425261
0,0.09551079
0,0.04761507
0,0.022537876
0,0.021564504
0,0.06147418
0,0.041008417
0,0.013692688
0,0.014394867
0,0.026785439
0,0.046941336
0,0.033512764
0,0.013246521
0,0.010199037
0,0.024651628
0,0.02120694
0,0.04332157
0,0.077016704
0,0.014410929
0,0.049759537
0,0.06074153
0,0.02745708
0,0.041333083
0,0.023455804
0,0.04171004
0,0.013702654
0,0.037654378
0,0.026649166
0,0.019879166
0,0.04267432
0,0.047567673
0,0.045206517
0,0.041574962
0,0.07607388
0,0.025771784
0,0.060799256
0,0.031752806
0,0.012259185
0,0.031151017
0,0.061847325
0,0.04271392
0,0.040049985
0,0.026668051
0,0.06443785
0,0.008534507
0,0.04669075
0,0.082240336
0,0.090012476
0,0.061367586
0,0.06513071
0,0.054997053
0,0.057085086
0,0.023974707
0,0.015621633
0,0.013057061
0,0.012338444
0,0.009209481
0,0.025552139
0,0.085795015
0,0.0331543
0,0.05117514
0,0.09603485
0,0.013774436
0,0.00815176
0,0.011999472
0,0.011497635
0,0.009920616
0,0.04697225
0,0.028618459
0,0.018585358
0,0.017459502
0,0.12186368
0,0.022699859
0,0.017554216
0,0.01325251
0,0.021838002
0,0.06733419
0,0.026550654
0,0.04246801
0,0.016110802
0,0.039233707
0,0.05026503
0,0.015372738
0,0.026999703
0,0.035033874
0,0.03200729
0,0.04896082
0,0.01092886
0,0.052240804
0,0.06419982
0,0.039028298
0,0.015538422
0,0.056286804
0,0.11484291
0,0.059329785
0,0.026048582
0,0.014105163
0,0.020729162
0,0.059513126
0,0.02187417
0,0.021324899
0,0.0055955835
0,0.016069079
0,0.04195274
0,0.16117759
0,0.021530757
0,0.010528631
0,0.03620056
0,0.03229004
0,0.023842452
0,0.06647916
0,0.008101002
0,0.056525312
0,0.057060547
0,0.010655067
0,0.032117918
0,0.07800132
0,0.021429082
0,0.03348576
0,0.026401563
0,0.03648113
0,0.033545963
0,0.027057959
0,0.03867845
0,0.04427238
0,0.039589353
0,0.02262512
0,0.015071004
0,0.06853511
0,0.05931873
0,0.051477034
0,0.008707466
0,0.022581458
0,0.0373937
0,0.029296027
0,0.051714983
0,0.02601918
0,0.021532768
0,0.022353403
0,0.012187696
0,0.07030496
0,0.028371844
0,0.013570635
0,0.05694464
0,0.07869354
0,0.04793036
0,0.014187268
0,0.010070021
0,0.04314193
0,0.0358965
0,0.023543356
0,0.0505664
0,0.043950565
0,0.04146181
0,0.026335612
0,0.03984315
0,0.015803564
0,0.02330047
0,0.029849531
0,0.030287778
0,0.04207248
0,0.02149441
0,0.028438263
0,0.018083513
0,0.020792436
0,0.030335119
0,0.054572612
0,0.019313745
0,0.04195342
0,0.060676094
0,0.01638949
0,0.022761483
0,0.048853163
0,0.019710803
0,0.09001948
0,0.023414891
0,0.055482212
0,0.045165498
0,0.031106075
0,0.012348794
0,0.029451614
0,0.04489684
0,0.061783735
0,0.10629819
0,0.067139946
0,0.040368203
0,0.036550764
0,0.010760037
0,0.022139622
0,0.04033847
0,0.04015326
0,0.0036496583
0,0.018948477
0,0.03202855
0,0.019903386
0,0.020667639
0,0.04619024
0,0.057742216
0,0.011710185
0,0.03168043
0,0.027060736
0,0.039091483
0,0.015297507
0,0.039008845
0,0.014423087
0,0.03156335
0,0.025627175
0,0.026338173
0,0.06707257
0,0.015395969
0,0.02786098
0,0.025539082
0,0.09876546
0,0.035145026
0,0.013844024
0,0.018978227
0,0.017813973
0,0.03618395
0,0.031294614
0,0.071681954
0,0.0897073
0,0.009672369
0,0.025058879
0,0.014376325
0,0.051989786
0,0.04902653
0,0.045417015
0,0.09056703
0,0.047364246
0,0.057354987
0,0.051853247
0,0.024379037
0,0.035669293
0,0.011834046
0,0.058853664
0,0.02195278
0,0.030911965
0,0.013384777
0,0.01847677
0,0.021419084
0,0.03508567
0,0.038891423
0,0.04885919
0,0.01174733
0,0.025300885
0,0.013798091
0,0.024601476
0,0.013726793
0,0.036658768
0,0.083502986
0,0.022477336
0,0.07421498
0,0.042487245
0,0.021947129
0,0.019822085
0,0.033738513
0,0.03069804
0,0.015584887
0,0.011625947
0,0.027417175
0,0.012498144
0,0.011844865
0,0.0533972
0,0.011233368
0,0.07295272
0,0.038360223
0,0.034498665
0,0.0120625775
0,0.007608302
0,0.018260518
0,0.03522009
0,0.038857944
0,0.035260685
0,0.07062071
0,0.013930216
0,0.023877308
0,0.037589077
0,0.021996442
0,0.016652431
0,0.030592475
0,0.018726438
0,0.0072849942
0,0.028839435
0,0.03470841
0,0.033329595
0,0.056968786
0,0.020790368
0,0.012928384
0,0.010424215
0,0.07672594
0,0.10094781
0,0.0056635896
0,0.01218855
0,0.018003996
0,0.043970183
0,0.13332076
0,0.039484493
0,0.018905833
0,0.018630458
0,0.059967842
0,0.013292571
0,0.009099443
0,0.013128974
0,0.05735464
0,0.043210793
0,0.0076916576
0,0.050589617
0,0.020409849
0,0.016596202
0,0.023135329
0,0.02177308
0,0.08483459
0,0.016741734
0,0.02045819
0,0.009260357
0,0.054797146
0,0.030280713
0,0.008846691
0,0.05199955
0,0.034337234
0,0.029917553
0,0.06178421
0,0.0644968
0,0.022109877
0,0.041341852
0,0.031108828
0,0.05680136
0,0.024673354
0,0.030191328
0,0.028794477
0,0.037935544
0,0.012953266
0,0.02808584
0,0.03511964
0,0.02554728
0,0.06374433
0,0.038149543
0,0.07165558
0,0.019316647
0,0.033967484
0,0.0561404
0,0.0334151
0,0.037799824
0,0.022734545
0,0.04939525
0,0.13599592
0,0.03217941
0,0.035221852
0,0.058676314
0,0.029149063
0,0.09357543
0,0.023822721
0,0.035747413
0,0.10495004
0,0.019999228
0,0.06779051
0,0.039461832
0,0.0384583
0,0.028016074
0,0.044022158
0,0.03264115
0,0.078559965
0,0.010107727
0,0.046161976
0,0.038284678
0,0.04943906
0,0.0490785
0,0.03036113
0,0.05730263
0,0.017230326
0,0.059950434
0,0.08935541
0,0.025301164
0,0.11481172
0,0.059538398
0,0.06250838
0,0.07993271
0,0.032039523
0,0.042090684
0,0.04744792
0,0.037591692
0,0.027652211
0,0.032822683
0,0.046454627
0,0.024574168
0,0.032429885
0,0.044165246
0,0.029274233
0,0.021404004
0,0.06555533
0,0.0319453
0,0.04882806
0,0.0755281
0,0.031472195
0,0.06779532
0,0.059367254
0,0.028659632
0,0.05216996
0,0.07887278
0,0.08898726
0,0.020007284
0,0.0846897
0,0.036069836
0,0.031301122
0,0.047779024
0,0.015765538
0,0.057821736
0,0.038590495
0,0.047328386
0,0.03292894
0,0.13649116
0,0.015714185
0,0.06535115
0,0.019130096
0,0.058807846
0,0.08803697
0,0.048644714
0,0.02948814
0,0.039220095
0,0.06467028
0,0.038817283
0,0.032383498
0,0.122498445
0,0.016993586
0,0.036817756
0,0.049307283
0,0.04560341
0,0.058023743
0,0.028888661
0,0.041071504
0,0.12546812
0,0.06934381
0,0.033744775
0,0.033813484
0,0.043222494
0,0.06072422
0,0.07171994
0,0.07312553
0,0.050083306
0,0.026939949
0,0.024117462
0,0.052663315
0,0.027944572
0,0.025600048
0,0.046846177
0,0.07966841
0,0.040329408
0,0.03175347
0,0.047276784
0,0.06973382
0,0.0725765
0,0.05835376
0,0.036179096
0,0.08211721
0,0.041573204
0,0.09507317
0,0.026188057
0,0.03863529
0,0.037989892
0,0.055891737
0,0.021006446
0,0.051100798
0,0.028402075
0,0.061363444
0,0.07422392
0,0.044965193
0,0.06110788
0,0.09327398
0,0.039206736
0,0.026854513
0,0.029476302
0,0.01667667
0,0.045484908
0,0.052607886
0,0.037107855
0,0.01770311
0,0.04398598
0,0.021306193
0,0.054905646
0,0.033157557
0,0.031091904
0,0.04454699
0,0.090867184
0,0.06365311
0,0.016732978
0,0.029523179
0,0.03283949
0,0.08382988
0,0.07456121
0,0.026610548
0,0.0814981
0,0.037005108
0,0.035927363
0,0.03398163
0,0.06390111
0,0.055188466
0,0.047101684
0,0.012604528
0,0.037194673
0,0.08740034
0,0.059933998
0,0.05763796
0,0.043138824
0,0.039094936
0,0.01652237
0,0.113187894
0,0.037080955
0,0.030283064
0,0.06734657
0,0.06271068
0,0.047351297
0,0.04592206
0,0.012769094
0,0.027972054
0,0.051154535
0,0.015232905
0,0.024982395
0,0.062353868
0,0.09430006
0,0.087625116
0,0.069892615
0,0.032559212
0,0.015179303
0,0.024310103
0,0.093770325
0,0.079777196
0,0.061690755
0,0.053957958
0,0.02673408
0,0.05792693
0,0.08616563
0,0.044853985
0,0.08713244
0,0.05432068
0,0.030902967
0,0.08140694
0,0.059936672
0,0.025330577
0,0.04332342
0,0.028408239
0,0.058472585
0,0.041277092
0,0.034280986
0,0.03373851
0,0.033322312
0,0.08531436
0,0.068999626
0,0.10160748
0,0.043145142
0,0.027212197
0,0.071620554
0,0.061732553
0,0.07972318
0,0.05037033
0,0.11220423
0,0.02178828
0,0.030162878
0,0.021260297
0,0.04312793
0,0.03444333
0,0.060587384
0,0.024681086
0,0.04877494
0,0.0639524
0,0.057397444
0,0.036462475
0,0.104977615
0,0.049595445
0,0.026983699
0,0.018848905
0,0.10348906
0,0.05860716
0,0.034418628
0,0.050242584
0,0.06878407
0,0.027048504
0,0.027104871
0,0.02463438
0,0.0647213
0,0.01155437
0,0.016300919
0,0.07384192
0,0.0486102
0,0.1113381
0,0.04217605
0,0.08009942
0,0.08949473
0,0.023422427
0,0.03480158
0,0.044648662
0,0.043762945
0,0.096281506
0,0.024990868
0,0.083776765
0,0.023298254
0,0.024635784
0,0.07658613
0,0.03544776
0,0.021128086
0,0.061291516
0,0.045968913
0,0.06981037
0,0.04563051
0,0.055689067
0,0.013821249
0,0.071176924
0,0.043450996
0,0.0332186
0,0.018212056
0,0.081972405
0,0.055457406
0,0.025046386
0,0.06973121
0,0.033633813
0,0.04264098
0,0.013061688
0,0.022442361
0,0.043681808
0,0.021224413
0,0.039507903
0,0.040622897
0,0.023050437
0,0.01860267
0,0.06808037
0,0.015780887
0,0.037389804
0,0.053213995
0,0.03239721
0,0.04956441
0,0.11491158
0,0.006427413
0,0.01858339
0,0.019262126
0,0.034985866
0,0.04059041
0,0.035944864
0,0.050055213
0,0.03613385
0,0.056921616
0,0.043638
0,0.010208053
0,0.03753019
0,0.044775967
0,0.017971693
0,0.03853893
0,0.050889906
0,0.032831572
0,0.04754155
0,0.044945307
0,0.08404354
0,0.028619055
0,0.052830093
0,0.060550906
0,0.042568725
0,0.024838997
0,0.0934561
0,0.071167514
0,0.04139026
0,0.05795705
0,0.020164272
0,0.027102295
0,0.04344879
0,0.02126047
0,0.05388385
0,0.029040258
0,0.0233729
0,0.05451465
0,0.040374547
0,0.06479978
0,0.024673944
0,0.042021595
0,0.051950026
0,0.103626944
0,0.089534104
0,0.04032688
0,0.031453315
0,0.08214818
0,0.03544623
0,0.013898484
0,0.0540848
0,0.033679754
0,0.06885275
0,0.061552227
0,0.060729727
0,0.037407342
0,0.06013364
0,0.048296012
0,0.05803725
0,0.04119896
0,0.05069453
0,0.072401024
0,0.07475833
0,0.03847236
0,0.085031115
0,0.04622343
0,0.027291307
0,0.05080126
0,0.024812892
0,0.03444421
0,0.065041386
0,0.103328064
0,0.071766414
0,0.0708568
0,0.09180659
0,0.06324901
0,0.013810159
0,0.035348665
0,0.054594252
0,0.09827354
0,0.045769904
0,0.04253867
0,0.09135462
0,0.05560156
0,0.06787463
0,0.10736866
0,0.030528825
0,0.04460215
0,0.044723727
0,0.02708286
0,0.036484692
0,0.05251474
0,0.03555491
0,0.028341852
0,0.07700325
0,0.03550977
0,0.027606305
0,0.031211682
0,0.10639315
0,0.049139164
0,0.07267714
0,0.08676108
0,0.0960178
0,0.03316319
0,0.054857187
0,0.026937447
0,0.00956161
0,0.054305293
0,0.01870302
0,0.014854045
0,0.013558894
0,0.081730396
0,0.023475222
0,0.04874458
0,0.034061097
0,0.08622266
0,0.02691745
0,0.04632646
0,0.009812571
0,0.0153829055
0,0.05536297
0,0.030776596
0,0.022576114
0,0.015071167
0,0.010921594
0,0.00986166
0,0.022832124
0,0.034663174
0,0.062743105
0,0.05356856
0,0.043776654
0,0.061454903
0,0.033368733
0,0.044537723
0,0.014404289
0,0.025547577
0,0.019314533
0,0.031403147
0,0.023437342
0,0.0709613
0,0.04933283
0,0.053467967
0,0.0042233523
0,0.035559535
0,0.014760001
0,0.02165644
0,0.015053743
0,0.009661856
0,0.047071572
0,0.020871995
0,0.05249881
0,0.03863192
0,0.03267568
0,0.03687672
0,0.0061107795
0,0.019294966
0,0.008408028
0,0.03786413
0,0.0420931
0,0.018817406
0,0.023151368
0,0.030608807
0,0.071388334
0,0.068325676
0,0.016369162
0,0.10063782
0,0.04131858
0,0.038315278
0,0.07018325
0,0.050842423
0,0.032235492
0,0.029804092
0,0.11518355
0,0.058675528
0,0.03033703
0,0.033683315
0,0.032628532
0,0.011767131
0,0.059360333
0,0.03226138
0,0.054181997
0,0.03854972
0,0.064674936
0,0.08084731
0,0.022108467
0,0.026019359
0,0.05602492
0,0.024299113
0,0.010868081
0,0.0922793
0,0.024089871
0,0.07594936
0,0.0062303026
0,0.05717094
0,0.033740383
0,0.049739677
0,0.036902357
0,0.030709824
0,0.051060602
0,0.035239052
0,0.04167515
0,0.053642537
0,0.029038992
0,0.031539194
0,0.046996582
0,0.031077033
0,0.08622891
0,0.026151212
0,0.020020008
0,0.022442022
0,0.06659578
0,0.035009474
0,0.077593714
0,0.008074248
0,0.026136747
0,0.031366773
0,0.022073304
0,0.013850207
0,0.017375592
0,0.043181438
0,0.022371164
0,0.019510012
0,0.023287244
0,0.087596096
0,0.026294077
0,0.07791717
0,0.059226464
0,0.028202971
0,0.11359167
0,0.046042606
0,0.0038953444
0,0.043267757
0,0.053850155
0,0.027844753
0,0.0032109106
0,0.03082184
0,0.09513034
0,0.05876462
0,0.014537377
0,0.026108382
0,0.016555645
0,0.020388296
0,0.021997416
0,0.036159795
0,0.059992403
0,0.022541119
0,0.06266076
0,0.07671194
0,0.032822337
0,0.008943584
0,0.007866777
0,0.0026720522
0,0.012002919
0,0.03355
0,0.008686381
0,0.04391962
0,0.026513498
0,0.019453596
0,0.0038111145
0,0.01685493
0,0.030839687
0,0.012227932
0,0.005161152
0,0.07037801
0,0.01742055
0,0.017110491
0,0.0097584
0,0.042819757
0,0.021113338
0,0.06774341
0,0.009673618
0,0.026224848
0,0.04344664
0,0.010190999
0,0.015735025
0,0.023980673
0,0.04430844
0,0.020015735
0,0.03415647
0,0.014505366
0,0.07792908
0,0.018294163
0,0.02897864
0,0.030970909
0,0.06952668
0,0.0768411
0,0.054529462
0,0.019561056
0,0.022304567
0,0.031542975
0,0.014232677
0,0.033681493
0,0.07493974
0,0.030502645
0,0.12081877
0,0.03477045
0,0.021956962
0,0.02717851
0,0.013994806
0,0.012528111
0,0.036406245
0,0.04777088
0,0.02431974
0,0.013617998
0,0.025148807
0,0.012218123
0,0.034806333
0,0.04809215
0,0.05188906
0,0.009005499
0,0.01780626
0,0.066850044
0,0.011179258
0,0.0040463186
0,0.050057784
0,0.058267634
0,0.057464585
0,0.022198739
0,0.024820646
0,0.03442752
0,0.0358099
0,0.023106523
0,0.02214449
0,0.04803122
0,0.026201919
0,0.010571012
0,0.029868823
0,0.012443574
0,0.021063961
0,0.029311404
0,0.08525697
0,0.010681309
0,0.045018766
0,0.08164151
0,0.019893749
0,0.016412854
0,0.009162813
0,0.076602615
0,0.024556816
0,0.008498388
0,0.06479213
0,0.039710533
0,0.012411573
0,0.021901015
0,0.012821446
0,0.05763101
0,0.06399072
0,0.02881447
0,0.009233271
0,0.022907862
0,0.05043839
0,0.02212088
0,0.020199237
0,0.025688218
0,0.037788026
0,0.049811136
0,0.057703074
0,0.036582213
0,0.028237902
0,0.08866288
0,0.07691304
0,0.0637172
0,0.08595046
0,0.03916807
0,0.03565585
0,0.016213248
0,0.07597975
0,0.036655515
0,0.018817129
0,0.069089994
0,0.0994312
0,0.014932085
0,0.033610143
0,0.02370445
0,0.053296704
0,0.010564592
0,0.01245826
0,0.02720969
0,0.023303805
0,0.047903042
0,0.046233498
0,0.037023414
0,0.023530466
0,0.041671503
0,0.03563152
0,0.053506862
0,0.0663867
0,0.05124715
0,0.036042634
0,0.024213342
0,0.04238533
0,0.033929195
0,0.07227857
0,0.041852
0,0.080047406
0,0.03661654
0,0.02405433
0,0.046423055
0,0.055281866
0,0.05748331
0,0.042014413
0,0.027682427
0,0.076677635
0,0.01720101
0,0.13758391
0,0.016068185
0,0.011877391
0,0.03091159
0,0.021362865
0,0.054182366
0,0.027689952
0,0.06316136
0,0.024305297
0,0.06006838
0,0.04300829
0,0.042069025
0,0.048381645
0,0.027816398
0,0.031055134
0,0.027804023
0,0.059029948
0,0.07120434
0,0.05485436
0,0.07155804
0,0.015357111
0,0.042154495
0,0.025534699
0,0.06346356
0,0.037886076
0,0.048264574
0,0.04708661
0,0.06263109
0,0.023823781
0,0.04128428
0,0.028134417
0,0.02498283
0,0.022785336
0,0.067352764
0,0.0155662745
0,0.110634364
0,0.022457033
0,0.041133743
0,0.020916129
0,0.022606162
0,0.053781256
0,0.034129772
0,0.104613185
0,0.10612849
0,0.102774955
0,0.013448927
0,0.021732261
0,0.0103794485
0,0.035008952
0,0.058400497
0,0.012236801
0,0.03462987
0,0.0364471
0,0.024384178
0,0.07594049
0,0.045020018
0,0.0712219
0,0.05864786
0,0.11544542
0,0.055444248
0,0.081641324
0,0.054583333
0,0.061763737
0,0.06256411
0,0.114505365
0,0.03600415
0,0.05500772
0,0.04277789
0,0.048091587
0,0.019584589
0,0.037543178
0,0.017786084
0,0.09191195
0,0.027054122
0,0.08437938
0,0.08613017
0,0.05449278
0,0.059916213
0,0.014575632
0,0.030508254
0,0.10326473
0,0.04774459
0,0.025366668
0,0.086852655
0,0.025665788
0,0.023185147
0,0.024207573
0,0.0052366722
0,0.16441616
0,0.031167053
0,0.033157084
0,0.038516127
0,0.0143639995
0,0.053311817
